Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP_Categories
FDY57,20.2,Regular,0.121748174,Food,96.9752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1725.7536,51-100
FDL39,16.1,Regular,0.063689583,Food,181.9318,OUT017,2007,Small,Tier 2,Supermarket Type1,5954.2494,151-200
NCA30,19.0,Non_Edible,0.216478153,Non_Consumable,190.1872,OUT010,1998,Small,Tier 3,Grocery Store,567.2616,151-200
FDR10,17.6,Low_Fat,0.010031539,Food,161.5552,OUT013,1987,High,Tier 3,Supermarket Type1,1787.0072,151-200
FDX27,20.7,Regular,0.114581955,Food,94.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,945.436,51-100
FDD58,7.76,Low_Fat,0.059341019,Food,99.77,OUT035,2004,Small,Tier 2,Supermarket Type1,798.96,51-100
FDW27,5.86,Regular,0.264124669,Food,155.7314,OUT019,1985,Small,Tier 1,Grocery Store,155.1314,151-200
FDT03,21.25,Low_Fat,0.016735879,Food,185.2608,OUT010,1998,Small,Tier 3,Grocery Store,183.7608,151-200
NCK42,7.475,Non_Edible,0.01319424,Non_Consumable,217.4192,OUT017,2007,Small,Tier 2,Supermarket Type1,4314.384,201-250
FDS01,11.6,Low_Fat,0.031069203,Food,179.6686,OUT019,1985,Small,Tier 1,Grocery Store,177.7686,151-200
FDO13,7.865,Low_Fat,0.06100886,Food,166.0526,OUT013,1987,High,Tier 3,Supermarket Type1,3617.9572,151-200
FDP25,15.2,Low_Fat,0.021250528,Food,216.5824,OUT045,2002,Small,Tier 2,Supermarket Type1,5241.1776,201-250
FDN24,14.1,Low_Fat,0.198316649,Food,54.3956,OUT019,1985,Small,Tier 1,Grocery Store,272.978,51-100
NCL05,19.6,Non_Edible,0.048092778,Non_Consumable,44.477,OUT018,2009,Medium,Tier 3,Supermarket Type2,432.77,0-50
FDR01,5.405,Regular,0.053611144,Food,197.7742,OUT035,2004,Small,Tier 2,Supermarket Type1,796.2968,151-200
FDC45,17.0,Low_Fat,0.237651344,Food,170.2106,OUT019,1985,Small,Tier 1,Grocery Store,171.1106,151-200
DRE60,9.395,Low_Fat,0.159201868,Drink,226.072,OUT013,1987,High,Tier 3,Supermarket Type1,3621.952,201-250
FDT57,15.2,Low_Fat,0.019142452,Food,237.5248,OUT017,2007,Small,Tier 2,Supermarket Type1,3318.3472,201-250
FDM51,11.8,Regular,0.025966531,Food,102.2674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176,101-150
FDP04,15.35,Low_Fat,0.013840784,Food,65.2168,OUT045,2002,Small,Tier 2,Supermarket Type1,958.752,51-100
FDT12,6.215,Regular,0.049621701,Food,226.1062,OUT046,1997,Small,Tier 1,Supermarket Type1,4739.8302,201-250
FDD26,8.71,Regular,0.072141818,Food,183.3924,OUT035,2004,Small,Tier 2,Supermarket Type1,2776.386,151-200
FDT32,19.0,Regular,0.065901299,Food,188.7214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926,151-200
FDZ12,9.17,Low_Fat,0.103138922,Food,141.747,OUT049,1999,Medium,Tier 1,Supermarket Type1,3006.087,101-150
FDH08,7.51,Low_Fat,0.01742908,Food,229.601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.927,201-250
FDN13,18.6,Low_Fat,0.266234421,Food,98.5358,OUT019,1985,Small,Tier 1,Grocery Store,402.1432,51-100
FDI45,13.1,Low_Fat,0.037657459,Food,175.8054,OUT045,2002,Small,Tier 2,Supermarket Type1,2801.6864,151-200
FDK55,18.5,Low_Fat,0.025740259,Food,89.4172,OUT013,1987,High,Tier 3,Supermarket Type1,1605.9096,51-100
FDR12,12.6,Regular,0.031382044,Food,171.3764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3091.9752,151-200
FDX47,6.55,Regular,0.060587738,Food,156.8288,OUT019,1985,Small,Tier 1,Grocery Store,471.3864,151-200
FDX58,13.15,Low_Fat,0.043551753,Food,184.495,OUT027,1985,Medium,Tier 3,Supermarket Type3,7873.085,151-200
FDV34,10.695,Regular,0.01141595,Food,74.0038,OUT013,1987,High,Tier 3,Supermarket Type1,1034.6532,51-100
FDB44,6.655,Low_Fat,0.016993225,Food,211.0586,OUT045,2002,Small,Tier 2,Supermarket Type1,844.2344,201-250
FDV45,16.75,Low_Fat,0.044829295,Food,187.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,7510.224,151-200
FDR36,6.715,Regular,0.121832956,Food,43.5454,OUT045,2002,Small,Tier 2,Supermarket Type1,838.908,0-50
FDH27,7.075,Low_Fat,0.05858462,Food,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,101-150
NCE43,12.5,Non_Edible,0.10402738,Non_Consumable,172.2448,OUT017,2007,Small,Tier 2,Supermarket Type1,1874.8928,151-200
FDB15,10.895,Low_Fat,0.137023446,Food,263.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,7646.0472,
NCN55,14.6,Non_Edible,0.059611153,Non_Consumable,238.3538,OUT045,2002,Small,Tier 2,Supermarket Type1,2163.1842,201-250
FDJ26,15.300000000000002,Regular,0.084354713,Food,215.5218,OUT027,1985,Medium,Tier 3,Supermarket Type3,4915.6014,201-250
FDV22,14.85,Regular,0.009958941,Food,157.963,OUT045,2002,Small,Tier 2,Supermarket Type1,2816.334,151-200
NCA17,20.6,Non_Edible,0.045675104,Non_Consumable,150.9392,OUT017,2007,Small,Tier 2,Supermarket Type1,4026.7584,151-200
FDT52,9.695,Regular,0.047420609,Food,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.2448,201-250
FDG56,13.3,Regular,0.071439051,Food,61.0536,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.8616,51-100
FDS12,9.1,Low_Fat,0.291438755,Food,126.8362,OUT010,1998,Small,Tier 3,Grocery Store,125.8362,101-150
NCR05,10.1,Non_Edible,0.054853377,Non_Consumable,198.6084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924,151-200
FDW32,18.35,Regular,0.09468096,Food,86.2882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1631.8758,51-100
DRH59,10.8,Low_Fat,0.05843345,Drink,74.738,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.332,51-100
FDL51,20.7,Regular,0.047565208,Food,213.4876,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.4884,201-250
FDI27,8.71,Regular,0.046079575,Food,43.5744,OUT045,2002,Small,Tier 2,Supermarket Type1,407.4696,0-50
FDD29,12.15,Low_Fat,0.018395194,Food,251.6698,OUT013,1987,High,Tier 3,Supermarket Type1,6088.0752,
FDA09,13.35,Regular,0.149974858,Food,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,5932.278,151-200
DRE48,8.43,Low_Fat,0.01732573,Drink,197.9768,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608,151-200
FDK02,12.5,Low_Fat,0.196490902,Food,120.544,OUT019,1985,Small,Tier 1,Grocery Store,479.376,101-150
FDX09,9.0,Low_Fat,0.065236932,Food,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228,151-200
DRM47,9.3,Low_Fat,0.043785694,Drink,191.6846,OUT046,1997,Small,Tier 1,Supermarket Type1,3057.3536,151-200
FDZ38,17.6,Low_Fat,0.00799436,Food,171.6422,OUT013,1987,High,Tier 3,Supermarket Type1,3793.7284,151-200
FDM40,10.195,Low_Fat,0.0,Food,143.1154,OUT017,2007,Small,Tier 2,Supermarket Type1,2410.8618,101-150
FDG45,8.1,Low_Fat,0.12829573,Food,210.4902,OUT045,2002,Small,Tier 2,Supermarket Type1,5309.755,201-250
NCZ30,6.59,Non_Edible,0.026225693,Non_Consumable,119.0098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.7058,101-150
FDM52,15.1,Low_Fat,0.026140452,Food,149.0076,OUT017,2007,Small,Tier 2,Supermarket Type1,4138.6128,101-150
NCG06,16.35,Non_Edible,0.029565309,Non_Consumable,256.4646,OUT018,2009,Medium,Tier 3,Supermarket Type2,515.3292,
FDV57,15.25,Regular,0.0,Food,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022,151-200
FDM27,12.35,Regular,0.158715731,Food,157.2946,OUT049,1999,Medium,Tier 1,Supermarket Type1,1577.946,151-200
FDG24,7.975,Low_Fat,0.014628382,Food,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6,51-100
FDD05,19.35,Low_Fat,0.016645164,Food,120.9098,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.1372,101-150
FDP40,4.555,Regular,0.060154968,Food,110.1544,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,101-150
FDS24,20.85,Regular,0.062212713,Food,88.1514,OUT035,2004,Small,Tier 2,Supermarket Type1,1151.1682,51-100
FDR59,14.5,Regular,0.063554289,Food,263.6594,OUT027,1985,Medium,Tier 3,Supermarket Type3,3401.5722,
FDQ01,19.7,Regular,0.160671255,Food,254.7014,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.0196,
FDZ44,8.185,Low_Fat,0.038721734,Food,115.8808,OUT035,2004,Small,Tier 2,Supermarket Type1,1523.3504,101-150
FDI14,14.1,Low_Fat,0.089817198,Food,142.7496,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74,101-150
FDL58,5.78,Regular,0.074149074,Food,262.2568,OUT046,1997,Small,Tier 1,Supermarket Type1,5273.136,
FDJ02,17.2,Regular,0.025162022,Food,145.9418,OUT035,2004,Small,Tier 2,Supermarket Type1,1765.7016,101-150
FDD44,8.05,Regular,0.078719835,Food,258.5646,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752,
NCS30,5.945,Non_Edible,0.155706798,Non_Consumable,127.9652,OUT010,1998,Small,Tier 3,Grocery Store,645.826,101-150
DRD13,15.0,Low_Fat,0.049357077,Drink,62.6168,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752,51-100
FDD47,7.6,Regular,0.142383847,Food,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.672,151-200
NCV41,14.35,Non_Edible,0.017073332,Non_Consumable,109.5228,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842,101-150
FDZ36,6.035,Regular,0.065771344,Food,185.324,OUT035,2004,Small,Tier 2,Supermarket Type1,3728.48,151-200
NCF30,17.0,Non_Edible,0.126220187,Non_Consumable,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362,101-150
FDQ21,21.25,Low_Fat,0.01945343,Food,120.8756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1454.1072,101-150
FDD03,13.3,Low_Fat,0.079806266,Food,232.53,OUT046,1997,Small,Tier 1,Supermarket Type1,699.09,201-250
FDB53,13.35,Low_Fat,0.138777108,Food,147.5392,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.872,101-150
FDY14,10.3,Low_Fat,0.070026951,Food,263.6226,OUT035,2004,Small,Tier 2,Supermarket Type1,6608.065,
NCF54,18.0,Non_Edible,0.047645037,Non_Consumable,172.6422,OUT017,2007,Small,Tier 2,Supermarket Type1,2931.5174,151-200
FDI04,13.65,Regular,0.072559351,Food,199.3426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.1094,151-200
FDH53,20.5,Regular,0.019277945,Food,82.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.7432,51-100
FDV16,7.75,Regular,0.145200948,Food,35.4558,OUT019,1985,Small,Tier 1,Grocery Store,135.8232,0-50
FDQ39,14.8,Low_Fat,0.081042136,Food,192.4846,OUT046,1997,Small,Tier 1,Supermarket Type1,5159.2842,151-200
FDA26,7.855,Regular,0.073906461,Food,218.4482,OUT035,2004,Small,Tier 2,Supermarket Type1,4819.0604,201-250
FDQ27,5.19,Regular,0.077480627,Food,101.399,OUT019,1985,Small,Tier 1,Grocery Store,206.398,101-150
FDZ20,16.1,Low_Fat,0.0,Food,253.0356,OUT027,1985,Medium,Tier 3,Supermarket Type3,11445.102,
FDM46,7.365,Low_Fat,0.159967845,Food,94.712,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.968,51-100
NCC54,17.75,Non_Edible,0.097862839,Non_Consumable,239.3196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.294,201-250
FDY49,17.2,Regular,0.021031586,Food,164.7184,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,151-200
FDO34,17.7,Low_Fat,0.029933275,Food,169.0816,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.2296,151-200
FDT48,4.92,Low_Fat,0.045916788,Food,198.8084,OUT013,1987,High,Tier 3,Supermarket Type1,2976.126,151-200
FDK26,5.46,Regular,0.032227432,Food,186.824,OUT049,1999,Medium,Tier 1,Supermarket Type1,1864.24,151-200
FDV40,17.35,Low_Fat,0.014679558,Food,73.6038,OUT013,1987,High,Tier 3,Supermarket Type1,739.038,51-100
NCT42,5.88,Non_Edible,0.024937792,Non_Consumable,148.4392,OUT045,2002,Small,Tier 2,Supermarket Type1,2087.9488,101-150
FDV38,19.25,Low_Fat,0.101689151,Food,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,163.7868,51-100
FDL57,15.1,Regular,0.067020992,Food,260.3304,OUT013,1987,High,Tier 3,Supermarket Type1,5424.9384,
NCI06,11.3,Non_Edible,0.083547515,Non_Consumable,179.166,OUT019,1985,Small,Tier 1,Grocery Store,359.532,151-200
FDP07,18.2,Low_Fat,0.089884775,Food,195.111,OUT035,2004,Small,Tier 2,Supermarket Type1,3731.809,151-200
FDR46,16.85,Low_Fat,0.138742518,Food,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948,101-150
FDX45,16.75,Low_Fat,0.0,Food,156.163,OUT046,1997,Small,Tier 1,Supermarket Type1,2816.334,151-200
NCI18,18.35,Non_Edible,0.014103354,Non_Consumable,225.4746,OUT017,2007,Small,Tier 2,Supermarket Type1,1346.2476,201-250
NCW17,18.0,Non_Edible,0.019386234,Non_Consumable,126.8994,OUT046,1997,Small,Tier 1,Supermarket Type1,3083.9856,101-150
FDP51,13.85,Regular,0.149305497,Food,119.6124,OUT019,1985,Small,Tier 1,Grocery Store,592.562,101-150
NCB42,11.8,Non_Edible,0.008609602,Non_Consumable,114.8492,OUT017,2007,Small,Tier 2,Supermarket Type1,1390.1904,101-150
FDL48,19.35,Regular,0.082266419,Food,48.8034,OUT046,1997,Small,Tier 1,Supermarket Type1,340.2238,0-50
FDY31,5.98,Low_Fat,0.04363058,Food,148.2418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618.5598,101-150
FDS31,13.1,Regular,0.0,Food,178.9318,OUT049,1999,Medium,Tier 1,Supermarket Type1,3067.3406,151-200
FDK21,7.905,Low_Fat,0.010027885,Food,249.6408,OUT049,1999,Medium,Tier 1,Supermarket Type1,3254.4304,201-250
FDQ57,7.275,Low_Fat,0.027991093,Food,145.976,OUT049,1999,Medium,Tier 1,Supermarket Type1,3515.424,101-150
NCG43,20.2,Non_Edible,0.129983688,Non_Consumable,93.0462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924,51-100
FDC59,16.7,Regular,0.054851438,Food,64.4168,OUT018,2009,Medium,Tier 3,Supermarket Type2,830.9184,51-100
FDQ21,21.25,Low_Fat,0.019533098,Food,120.4756,OUT017,2007,Small,Tier 2,Supermarket Type1,1938.8096,101-150
FDE34,9.195,Low_Fat,0.108330902,Food,183.6634,OUT018,2009,Medium,Tier 3,Supermarket Type2,2726.451,151-200
FDE24,14.85,Low_Fat,0.09344495,Food,141.0812,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.8496,101-150
FDU19,8.77,Regular,0.046544984,Food,172.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816,151-200
FDA20,6.78,Low_Fat,0.066724663,Food,187.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392,151-200
FDY47,8.6,Regular,0.091195818,Food,130.231,OUT010,1998,Small,Tier 3,Grocery Store,129.831,101-150
DRN11,7.85,Low_Fat,0.163310805,Drink,143.5444,OUT045,2002,Small,Tier 2,Supermarket Type1,3628.61,101-150
FDM01,7.895,Regular,0.095102092,Food,104.4332,OUT017,2007,Small,Tier 2,Supermarket Type1,2870.9296,101-150
FDQ40,11.1,Regular,0.036174285,Food,176.0712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408,151-200
FDV35,19.5,Low_Fat,0.128405328,Food,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,151-200
FDE46,18.6,Low_Fat,0.027610698,Food,149.5366,OUT019,1985,Small,Tier 1,Grocery Store,604.5464,101-150
FDP45,15.7,Regular,0.03079807,Food,252.9724,OUT017,2007,Small,Tier 2,Supermarket Type1,3020.0688,
DRH01,17.5,Low_Fat,0.097904029,Drink,174.8738,OUT046,1997,Small,Tier 1,Supermarket Type1,2085.2856,151-200
NCH07,13.15,Non_Edible,0.09264951,Non_Consumable,157.8604,OUT035,2004,Small,Tier 2,Supermarket Type1,3803.0496,151-200
DRB13,6.115,Regular,0.007055292,Drink,188.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.307,151-200
FDA36,5.985,Low_Fat,0.005638944,Food,184.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,3146.5708,151-200
FDL21,15.85,Regular,0.007140468,Food,40.848,OUT013,1987,High,Tier 3,Supermarket Type1,679.116,0-50
FDN34,15.6,Regular,0.045835395,Food,168.2132,OUT049,1999,Medium,Tier 1,Supermarket Type1,2367.5848,151-200
NCQ05,11.395,Non_Edible,0.021639678,Non_Consumable,150.1708,OUT049,1999,Medium,Tier 1,Supermarket Type1,2708.4744,151-200
FDK36,7.09,Low_Fat,0.007215314,Food,47.6034,OUT046,1997,Small,Tier 1,Supermarket Type1,1458.102,0-50
FDR57,5.675,Regular,0.023492524,Food,155.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.1592,151-200
FDW35,10.6,Low_Fat,0.011111714,Food,43.8454,OUT045,2002,Small,Tier 2,Supermarket Type1,671.1264,0-50
FDV22,14.85,Regular,0.016635488,Food,157.563,OUT010,1998,Small,Tier 3,Grocery Store,312.926,151-200
DRF60,10.8,Low_Fat,0.0,Drink,238.1564,OUT018,2009,Medium,Tier 3,Supermarket Type2,5243.8408,201-250
FDI60,7.22,Regular,0.03832122,Food,61.851,OUT046,1997,Small,Tier 1,Supermarket Type1,822.263,51-100
FDE34,9.195,Low_Fat,0.108501676,Food,183.6634,OUT017,2007,Small,Tier 2,Supermarket Type1,2362.9242,151-200
FDD10,20.6,Regular,0.077029195,Food,177.2344,OUT010,1998,Small,Tier 3,Grocery Store,892.172,151-200
FDF10,15.5,Regular,0.15717236,Food,149.1418,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5672,101-150
FDN03,9.8,Regular,0.015089965,Food,249.6408,OUT046,1997,Small,Tier 1,Supermarket Type1,1001.3632,201-250
FDX04,19.6,Regular,0.041571557,Food,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,623.1888,0-50
DRF37,17.25,Low_Fat,0.084262458,Drink,261.591,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883,
FDO04,16.6,Low_Fat,0.0,Food,54.6614,OUT017,2007,Small,Tier 2,Supermarket Type1,884.1824,51-100
FDW33,9.395,Low_Fat,0.099681254,Food,106.428,OUT017,2007,Small,Tier 2,Supermarket Type1,1917.504,101-150
FDC50,15.85,Low_Fat,0.13727,Food,94.4094,OUT017,2007,Small,Tier 2,Supermarket Type1,1904.188,51-100
FDT21,7.42,Low_Fat,0.0204332,Food,248.9092,OUT045,2002,Small,Tier 2,Supermarket Type1,5976.2208,201-250
FDL16,12.85,Low_Fat,0.294939214,Food,47.106,OUT019,1985,Small,Tier 1,Grocery Store,139.818,0-50
FDF47,20.85,Low_Fat,0.098170402,Food,224.0746,OUT017,2007,Small,Tier 2,Supermarket Type1,2243.746,201-250
DRB25,12.3,Low_Fat,0.069401919,Drink,107.9938,OUT013,1987,High,Tier 3,Supermarket Type1,2036.6822,101-150
FDD38,16.75,Regular,0.014342659,Food,103.7674,OUT019,1985,Small,Tier 1,Grocery Store,203.7348,101-150
FDW01,14.5,Low_Fat,0.064048405,Food,153.4682,OUT035,2004,Small,Tier 2,Supermarket Type1,1677.1502,151-200
FDZ34,6.695,Low_Fat,0.075864171,Food,192.082,OUT035,2004,Small,Tier 2,Supermarket Type1,6757.87,151-200
DRD24,13.85,Low_Fat,0.030645958,Drink,141.7154,OUT027,1985,Medium,Tier 3,Supermarket Type3,2694.4926,101-150
NCT54,8.695,Non_Edible,0.120211747,Non_Consumable,93.2094,OUT017,2007,Small,Tier 2,Supermarket Type1,666.4658,51-100
NCS38,8.6,Non_Edible,0.090374342,Non_Consumable,114.3176,OUT045,2002,Small,Tier 2,Supermarket Type1,1946.7992,101-150
FDC17,12.15,Low_Fat,0.015548178,Food,211.2928,OUT017,2007,Small,Tier 2,Supermarket Type1,5049.4272,201-250
FDW46,13.0,Regular,0.070699313,Food,65.7484,OUT017,2007,Small,Tier 2,Supermarket Type1,1174.4712,51-100
FDL46,20.35,Low_Fat,0.054046706,Food,119.5466,OUT035,2004,Small,Tier 2,Supermarket Type1,353.5398,101-150
FDS27,10.195,Regular,0.0218126,Food,194.711,OUT019,1985,Small,Tier 1,Grocery Store,196.411,151-200
FDI22,12.6,Low_Fat,0.096407554,Food,210.8612,OUT045,2002,Small,Tier 2,Supermarket Type1,3344.9792,201-250
FDQ40,11.1,Regular,0.035997543,Food,176.9712,OUT013,1987,High,Tier 3,Supermarket Type1,3691.1952,151-200
FDU27,18.6,Regular,0.172446822,Food,47.1376,OUT017,2007,Small,Tier 2,Supermarket Type1,767.0016,0-50
FDN40,5.88,Low_Fat,0.08644044,Food,155.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972,151-200
FDZ10,17.85,Low_Fat,0.074422769,Food,128.002,OUT010,1998,Small,Tier 3,Grocery Store,253.004,101-150
FDI46,9.5,Low_Fat,0.073985248,Food,252.5724,OUT027,1985,Medium,Tier 3,Supermarket Type3,3271.7412,
FDS10,19.2,Low_Fat,0.035185588,Food,181.3318,OUT046,1997,Small,Tier 1,Supermarket Type1,1443.4544,151-200
FDC14,14.5,Regular,0.041249072,Food,40.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,1216.4166,0-50
FDN48,13.35,Low_Fat,0.065215312,Food,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648,51-100
FDN15,17.5,Low_Fat,0.016720132,Food,139.918,OUT013,1987,High,Tier 3,Supermarket Type1,419.454,101-150
FDW08,12.1,Low_Fat,0.14825809,Food,108.428,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336,101-150
FDN40,5.88,Low_Fat,0.086384841,Food,153.2998,OUT013,1987,High,Tier 3,Supermarket Type1,2153.1972,151-200
NCT29,12.6,Non_Edible,0.112249603,Non_Consumable,123.3414,OUT019,1985,Small,Tier 1,Grocery Store,243.6828,101-150
FDT14,10.695,Regular,0.127108578,Food,120.744,OUT027,1985,Medium,Tier 3,Supermarket Type3,2756.412,101-150
DRE48,8.43,Low_Fat,0.0,Drink,195.3768,OUT017,2007,Small,Tier 2,Supermarket Type1,1576.6144,151-200
FDJ32,10.695,Low_Fat,0.057744249,Food,61.2536,OUT013,1987,High,Tier 3,Supermarket Type1,673.7896,51-100
FDW56,7.68,Low_Fat,0.0711891,Food,193.3162,OUT018,2009,Medium,Tier 3,Supermarket Type2,5772.486,151-200
DRZ24,7.535,Low_Fat,0.0,Drink,121.644,OUT045,2002,Small,Tier 2,Supermarket Type1,1557.972,101-150
FDU08,10.3,Low_Fat,0.027183141,Food,99.7042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3868.9638,51-100
NCI18,18.35,Non_Edible,0.013956116,Non_Consumable,222.3746,OUT027,1985,Medium,Tier 3,Supermarket Type3,5609.365,201-250
FDW23,5.765,Low_Fat,0.082178616,Food,37.0164,OUT045,2002,Small,Tier 2,Supermarket Type1,540.6296,0-50
NCV05,10.1,Non_Edible,0.030379382,Non_Consumable,153.4656,OUT017,2007,Small,Tier 2,Supermarket Type1,1853.5872,151-200
FDT37,14.15,Low_Fat,0.061753511,Food,253.3014,OUT019,1985,Small,Tier 1,Grocery Store,510.0028,
DRQ35,9.3,Low_Fat,0.042283454,Drink,125.4388,OUT035,2004,Small,Tier 2,Supermarket Type1,3715.164,101-150
FDY31,5.98,Low_Fat,0.043526599,Food,148.4418,OUT013,1987,High,Tier 3,Supermarket Type1,2354.2688,101-150
NCQ54,17.7,Non_Edible,0.012593467,Non_Consumable,167.6474,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.2902,151-200
DRE48,8.43,Low_Fat,0.017360867,Drink,196.2768,OUT045,2002,Small,Tier 2,Supermarket Type1,1576.6144,151-200
FDE16,8.895,Low_Fat,0.026216144,Food,207.5954,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528,201-250
FDH21,10.395,Low_Fat,0.031073804,Food,157.5604,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744,151-200
FDX35,5.035,Regular,0.080362549,Food,229.0036,OUT017,2007,Small,Tier 2,Supermarket Type1,4326.3684,201-250
FDO48,15.0,Regular,0.026840766,Food,219.8456,OUT046,1997,Small,Tier 1,Supermarket Type1,4863.0032,201-250
DRL35,15.7,Low_Fat,0.030751366,Drink,42.577,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.094,0-50
FDH56,9.8,Regular,0.063764099,Food,113.8492,OUT013,1987,High,Tier 3,Supermarket Type1,1737.738,101-150
FDB21,7.475,Low_Fat,0.0,Food,242.9854,OUT027,1985,Medium,Tier 3,Supermarket Type3,6767.1912,201-250
FDZ21,17.6,Regular,0.039214444,Food,98.241,OUT035,2004,Small,Tier 2,Supermarket Type1,1930.82,51-100
FDG21,17.35,Regular,0.145591438,Food,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1797.66,101-150
FDQ59,9.8,Regular,0.056375879,Food,84.6908,OUT035,2004,Small,Tier 2,Supermarket Type1,1006.6896,51-100
FDZ13,7.84,Regular,0.153494979,Food,48.935,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96,0-50
FDG08,13.15,Regular,0.165694678,Food,171.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,3779.0808,151-200
NCR17,9.8,Non_Edible,0.02426524,Non_Consumable,114.0492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3938.8728,101-150
FDK48,7.445,Low_Fat,0.037449987,Food,76.7354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.7098,51-100
FDW60,5.44,Regular,0.017047751,Food,174.637,OUT013,1987,High,Tier 3,Supermarket Type1,2999.429,151-200
FDG38,8.975,Regular,0.052836076,Food,86.6224,OUT045,2002,Small,Tier 2,Supermarket Type1,1619.2256,51-100
FDC16,11.5,Regular,0.020565921,Food,86.054,OUT035,2004,Small,Tier 2,Supermarket Type1,1384.864,51-100
FDX10,6.385,Regular,0.124410284,Food,34.3874,OUT017,2007,Small,Tier 2,Supermarket Type1,388.1614,0-50
NCI42,18.75,Non_Edible,0.01031535,Non_Consumable,208.4954,OUT027,1985,Medium,Tier 3,Supermarket Type3,3751.1172,201-250
FDZ16,16.85,Regular,0.159825617,Food,195.5478,OUT035,2004,Small,Tier 2,Supermarket Type1,4262.4516,151-200
FDO23,17.85,Low_Fat,0.147023834,Food,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,51-100
